ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	POS	CONCEPTICON_GLOSS
11889	YandaDom	(dog) howl, bay (verb only)	kódó\\kódólì	kódó	k ó/o d ó/o		verb	HOWL
11890	YornoSo	(dog) howl, bay (verb only)	pí:\\pí:	pí:	p í:/iː		verb	HOWL
13480	Ampari	(e.g. bird) fly	kíríyò (kìrìyé, kìrìyèrí)	kíríyò_	k í/i r í/i j ò/o		verb	FLY (MOVE THROUGH AIR)
13481	BankanTey	(e.g. bird) fly	kísíyé	kísíyé	k í/i s í/i j é/e		verb	FLY (MOVE THROUGH AIR)
13482	BenTey	(e.g. bird) fly	kísíyé	kísíyé	k í/i s í/i j é/e		verb	FLY (MOVE THROUGH AIR)
13483	Bunoge	(e.g. bird) fly	píllè	píllè	p í/i l l è/e		verb	FLY (MOVE THROUGH AIR)
13484	DonnoSo	(e.g. bird) fly	kílè:\\kílìỳ	kílè:	k í/i l è:/eː		verb	FLY (MOVE THROUGH AIR)
13485	Gourou	(e.g. bird) fly	píré	píré	p í/i r é/e		verb	FLY (MOVE THROUGH AIR)
13486	JamsayDouentza	(e.g. bird) fly	círé	círé	tʃ í/i r é/e		verb	FLY (MOVE THROUGH AIR)
13487	Mombo	(e.g. bird) fly	pílyê:	pílyê:	p í/i l j ê:/eː		verb	FLY (MOVE THROUGH AIR)
13488	Najamba	(e.g. bird) fly	píríy\\pìrìyè, pílíy\\pìlìyè	píríy	p í/i r í/i j		verb	FLY (MOVE THROUGH AIR)
13489	Nanga	(e.g. bird) fly	kísíyé	kísíyé	k í/i s í/i j é/e		verb	FLY (MOVE THROUGH AIR)
13490	Penange	(e.g. bird) fly	pírígè	pírígè	p í/i r í/i ɡ è/e		verb	FLY (MOVE THROUGH AIR)
13491	PergeTegu	(e.g. bird) fly	kíríyé	kíríyé	k í/i r í/i j é/e		verb	FLY (MOVE THROUGH AIR)
13492	TebulUre	(e.g. bird) fly	cíllí: (cíllí:yà)	cíllí:_	tʃ í/i l l í:/iː		verb	FLY (MOVE THROUGH AIR)
13493	Tiranige	(e.g. bird) fly	pílíyó	pílíyó	p í/i l í/i j ó/o		verb	FLY (MOVE THROUGH AIR)
13494	TogoKan	(e.g. bird) fly	kìrí kírì:	kìrí_kírì:	k ì/i r í/i + k í/i r ì:/iː		verb	FLY (MOVE THROUGH AIR)
13495	TommoSoTongoTongo	(e.g. bird) fly	kíílíyé	kíílíyé	k íí/iː l í/i j é/e		verb	FLY (MOVE THROUGH AIR)
13496	ToroTegu	(e.g. bird) fly	círú\\círó	círú	tʃ í/i r ú/u		verb	FLY (MOVE THROUGH AIR)
13497	YandaDom	(e.g. bird) fly	kílíyé\\kílíyélì	kílíyé	k í/i l í/i j é/e		verb	FLY (MOVE THROUGH AIR)
13498	YornoSo	(e.g. bird) fly	kílɛ́:\\kílí:	kílɛ́:	k í/i l ɛ́:/ɛː		verb	FLY (MOVE THROUGH AIR)
13652	BankanTey	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	tá:ní gǎŋ	tá:ní_gǎŋ	t á:/aː n í/i + ɡ ǎ/a ŋ		verb	POUR
13653	BenTey	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùsó	bùsó	b ù/u s ó/o		verb	POUR
13654	JamsayDouentza	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùjó	bùjó	b ù/u dʒ ó/o		verb	POUR
13655	JamsayMondoro	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	tóŋó kúnó	tóŋó_kúnó	t ó/o ŋ ó/o + k ú/u n ó/o		verb	POUR
13656	Mombo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	táŋgámì	táŋgámì	t á/a ŋ ɡ á/a m ì/i		verb	POUR
13657	Najamba	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	símbírɛ́ gǎn	símbírɛ́_gǎn	s í/i ⁿb í/i r ɛ́/ɛ + ɡ ǎ/a n		verb	POUR
13658	Nanga	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùsó	bùsó	b ù/u s ó/o		verb	POUR
13659	PergeTegu	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	sú:ró, bùsó	sú:ró	s úː/uː r ó/o		verb	POUR
13660	TogoKan	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùjó	bùjó	b ù/u dʒ ó/o		verb	POUR
13661	TommoSoTongoTongo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	táŋúndá	táŋúndá	t á/a ŋ ú/u ⁿd á/a		verb	POUR
13662	ToroTegu	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	tóŋgúrú\\tóŋgúró	tóŋgúrú	t ó/o ŋ ɡ ú/u r ú/u		verb	POUR
13663	YandaDom	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùzó kúndó	bùzó_kúndó	b ù/u z ó/o + k ú/u ⁿd ó/o		verb	POUR
13664	YornoSo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùjó\\bùjú	bùjó	b ù/u dʒ ó/o		verb	POUR
12162	BankanTey	(e.g. fallen tree) impede, block the passage of (sb)	pálà káŋ	pálà_káŋ	p á/a l à/a + k á/a ŋ		verb	HINDER OR PREVENT
12163	BenTey	(e.g. fallen tree) impede, block the passage of (sb)	pálɛ́, fálɛ́	pálɛ́	p á/a l ɛ́/ɛ		verb	HINDER OR PREVENT
12164	DonnoSo	(e.g. fallen tree) impede, block the passage of (sb)	páŋɛ̀:\\páŋìỳ	páŋɛ̀:	p á/a ŋ ɛ̀:/ɛː		verb	HINDER OR PREVENT
12165	JamsayDouentza	(e.g. fallen tree) impede, block the passage of (sb)	pálá	pálá	p á/a l á/a		verb	HINDER OR PREVENT
12166	Mombo	(e.g. fallen tree) impede, block the passage of (sb)	párì kání	párì_kání	p á/a r ì/i + k á/a n í/i		verb	HINDER OR PREVENT
12167	Najamba	(e.g. fallen tree) impede, block the passage of (sb)	pálɛ́, fálɛ́, tíndí	pálɛ́	p á/a l ɛ́/ɛ		verb	HINDER OR PREVENT
12168	Nanga	(e.g. fallen tree) impede, block the passage of (sb)	kálé, pálɛ́	kálé	k á/a l é/e		verb	HINDER OR PREVENT
12169	PergeTegu	(e.g. fallen tree) impede, block the passage of (sb)	pálɛ́	pálɛ́	p á/a l ɛ́/ɛ		verb	HINDER OR PREVENT
12170	TogoKan	(e.g. fallen tree) impede, block the passage of (sb)	dùŋó	dùŋó	d ù/u ŋ ó/o		verb	HINDER OR PREVENT
12171	TommoSoTongoTongo	(e.g. fallen tree) impede, block the passage of (sb)	tíndíyé	tíndíyé	t í/i ⁿd í/i j é/e		verb	HINDER OR PREVENT
12172	ToroTegu	(e.g. fallen tree) impede, block the passage of (sb)	pálà kárⁿú\\kárⁿá	pálà_kárⁿú	p á/a l à/a + k á/a r̃ ú/u		verb	HINDER OR PREVENT
12173	YandaDom	(e.g. fallen tree) impede, block the passage of (sb)	íbé\\ìbèlí	íbé	í/i b é/e		verb	HINDER OR PREVENT
12174	YornoSo	(e.g. fallen tree) impede, block the passage of (sb)	tí:ⁿ\\tí:ⁿ	tí:ⁿ	t í:ⁿ/ĩː		verb	HINDER OR PREVENT
8316	BankanTey	(e.g. host) act as guide for (a visitor)	dàbí	dàbí	d à/a b í/i		verb	LEAD (GUIDE)
8317	BenTey	(e.g. host) act as guide for (a visitor)	dìmdí	dìmdí	d ì/i m d í/i		verb	LEAD (GUIDE)
8318	DogulDomBendiely	(e.g. host) act as guide for (a visitor)	pɔ̀lɛ́	pɔ̀lɛ́	p ɔ̀/ɔ l ɛ́/ɛ		verb	LEAD (GUIDE)
8319	JamsayDouentza	(e.g. host) act as guide for (a visitor)	dìmné ~ dìmnɛ́	dìmné	d ì/i m n é/e		verb	LEAD (GUIDE)
8320	Najamba	(e.g. host) act as guide for (a visitor)	tɛ́ríyɛ́	tɛ́ríyɛ́	t ɛ́/ɛ r í/i j ɛ́/ɛ		verb	LEAD (GUIDE)
8321	Nanga	(e.g. host) act as guide for (a visitor)	téríyé	téríyé	t é/e r í/i j é/e		verb	LEAD (GUIDE)
8322	PergeTegu	(e.g. host) act as guide for (a visitor)	dìmdɛ́	dìmdɛ́	d ì/i m d ɛ́/ɛ		verb	LEAD (GUIDE)
8323	TommoSoTongoTongo	(e.g. host) act as guide for (a visitor)	tééríyé	tééríyé	t éé/eː r í/i j é/e		verb	LEAD (GUIDE)
8324	ToroTegu	(e.g. host) act as guide for (a visitor)	bàrú\\bàrá	bàrú	b à/a r ú/u		verb	LEAD (GUIDE)
8325	YornoSo	(e.g. host) act as guide for (a visitor)	dìmɛ́rɛ́\\dìmɛ́rú	dìmɛ́rɛ́	d ì/i m ɛ́/ɛ r ɛ́/ɛ		verb	LEAD (GUIDE)
15001	BankanTey	(e.g. metallic surface) shine, be shiny	tálí	tálí	t á/a l í/i		verb	SHINE
15002	BenTey	(e.g. metallic surface) shine, be shiny	cɛ́rⁿíyⁿí, kɛ́rⁿíyⁿí	cɛ́rⁿíyⁿí	tʃ ɛ́/ɛ r̃ í/i yⁿ/ỹ í/i		verb	SHINE
15003	DonnoSo	(e.g. metallic surface) shine, be shiny	dèlé\\délè	dèlé	d è/e l é/e		verb	SHINE
15004	Gourou	(e.g. metallic surface) shine, be shiny	dò:ró	dò:ró	d òː/oː r ó/o		verb	SHINE
15005	JamsayDouentza	(e.g. metallic surface) shine, be shiny	á:rⁿá, dò:ró, káŋárⁿá	á:rⁿá	á:/aː r̃ á/a		verb	SHINE
15006	Mombo	(e.g. metallic surface) shine, be shiny	táyérè	táyérè	t á/a j é/e r è/e		verb	SHINE
15007	Najamba	(e.g. metallic surface) shine, be shiny	já:ríyɛ́	já:ríyɛ́	dʒ á:/aː r í/i j ɛ́/ɛ		verb	SHINE
15008	Nanga	(e.g. metallic surface) shine, be shiny	ɛ́sɛ́	ɛ́sɛ́	ɛ́/ɛ s ɛ́/ɛ		verb	SHINE
15009	PergeTegu	(e.g. metallic surface) shine, be shiny	kárⁿíyⁿɛ́	kárⁿíyⁿɛ́	k á/a r̃ í/i yⁿ/ỹ ɛ́/ɛ		verb	SHINE
15010	TogoKan	(e.g. metallic surface) shine, be shiny	dǒ:rì	dǒ:rì	d ǒː/oː r ì/i		verb	SHINE
15011	TommoSoTongoTongo	(e.g. metallic surface) shine, be shiny	jàíndɛ́	jàíndɛ́	dʒ à/a í/i ⁿd ɛ́/ɛ		verb	SHINE
15012	ToroTegu	(e.g. metallic surface) shine, be shiny	télú\\téló	télú	t é/e l ú/u		verb	SHINE
15013	YandaDom	(e.g. metallic surface) shine, be shiny	záyndɛ́\\zàyndàlí	záyndɛ́	z á/a j ⁿd ɛ́/ɛ		verb	SHINE
15014	YornoSo	(e.g. metallic surface) shine, be shiny	dǒ:ró	dǒ:ró	d ǒː/oː r ó/o		verb	SHINE
13625	BankanTey	(e.g. stick) be dropped (by sb)	yǎ: síyé	yǎ:_síyé	j ǎ:/aː + s í/i j é/e		verb	DROP (SOMETHING)
13626	BenTey	(e.g. stick) be dropped (by sb)	yàɣá	yàɣá	j à/a ɣ á/a		verb	DROP (SOMETHING)
13627	JamsayDouentza	(e.g. stick) be dropped (by sb)	bàɣá	bàɣá	b à/a ɣ á/a		verb	DROP (SOMETHING)
13628	Mombo	(e.g. stick) be dropped (by sb)	dɔ́mbúlɛ̀	dɔ́mbúlɛ̀	d ɔ́/ɔ ⁿb ú/u l ɛ̀/ɛ		verb	DROP (SOMETHING)
13629	Najamba	(e.g. stick) be dropped (by sb)	pór dɛ̀ŋɛ́	pór_dɛ̀ŋɛ́	p ó/o r + d ɛ̀/ɛ ŋ ɛ́/ɛ		verb	DROP (SOMETHING)
13630	Nanga	(e.g. stick) be dropped (by sb)	yɛ̀gɛ́	yɛ̀gɛ́	j ɛ̀/ɛ ɡ ɛ́/ɛ		verb	DROP (SOMETHING)
13631	PergeTegu	(e.g. stick) be dropped (by sb)	bàgá	bàgá	b à/a ɡ á/a		verb	DROP (SOMETHING)
13632	TommoSoTongoTongo	(e.g. stick) be dropped (by sb)	ɛ́llíyɛ́	ɛ́llíyɛ́	ɛ́/ɛ l l í/i j ɛ́/ɛ		verb	DROP (SOMETHING)
13633	ToroTegu	(e.g. stick) be dropped (by sb)	lǔw\\lùwó	lǔw	l ǔ/u w		verb	DROP (SOMETHING)
13634	YornoSo	(e.g. stick) be dropped (by sb)	bàgá\\bàgú	bàgá	b à/a ɡ á/a		verb	DROP (SOMETHING)
8504	BankanTey	(imam) preach, give a sermon	wá:jò káŋ	wá:jò_káŋ	w á:/aː dʒ ò/o + k á/a ŋ		verb	PREACH
8505	BenTey	(imam) preach, give a sermon	wá:jɛ̀ wá:jɛ́	wá:jɛ̀_wá:jɛ́	w á:/aː dʒ ɛ̀/ɛ + w á:/aː dʒ ɛ́/ɛ		verb	PREACH
8506	Bunoge	(imam) preach, give a sermon	wà:jù kánì	wà:jù_kánì	w à:/aː dʒ ù/u + k á/a n ì/i		verb	PREACH
8507	DogulDomBendiely	(imam) preach, give a sermon	wájè kànɛ́	wájè_kànɛ́	w á/a dʒ è/e + k à/a n ɛ́/ɛ		verb	PREACH
8508	DogulDomKundialang	(imam) preach, give a sermon	wâ:j kánè	wâ:j_kánè	w â:/aː dʒ + k á/a n è/e		verb	PREACH
8509	DonnoSo	(imam) preach, give a sermon	wá:jù kán(à)	wá:jù_kán	w á:/aː dʒ ù/u + k á/a n		verb	PREACH
8510	Gourou	(imam) preach, give a sermon	tírⁿíwⁿɛ́ xxx	tírⁿíwⁿɛ́_xxx	t í/i r̃ í/i w̃ ɛ́/ɛ + x x x		verb	PREACH
8511	JamsayDouentza	(imam) preach, give a sermon	wá:jù wá:jɛ́	wá:jù_wá:jɛ́	w á:/aː dʒ ù/u + w á:/aː dʒ ɛ́/ɛ		verb	PREACH
8512	Najamba	(imam) preach, give a sermon	wá:jù wá:jɛ́	wá:jù_wá:jɛ́	w á:/aː dʒ ù/u + w á:/aː dʒ ɛ́/ɛ		verb	PREACH
8513	Nanga	(imam) preach, give a sermon	wá:jɛ̀ wá:jí	wá:jɛ̀_wá:jí	w á:/aː dʒ ɛ̀/ɛ + w á:/aː dʒ í/i		verb	PREACH
8514	Penange	(imam) preach, give a sermon	wá:jí kán	wá:jí_kán	w á:/aː dʒ í/i + k á/a n		verb	PREACH
8515	PergeTegu	(imam) preach, give a sermon	wá:jɛ̀ wá:jɛ́	wá:jɛ̀_wá:jɛ́	w á:/aː dʒ ɛ̀/ɛ + w á:/aː dʒ ɛ́/ɛ		verb	PREACH
8516	TebulUre	(imam) preach, give a sermon	wá:jɛ́ wá:jɛ́ (wá:jɛ́tì)	wá:jɛ́_wá:jɛ́_	w á:/aː dʒ ɛ́/ɛ + w á:/aː dʒ ɛ́/ɛ		verb	PREACH
8517	Tiranige	(imam) preach, give a sermon	wà:jí kán(ú)	wà:jí_kán	w à:/aː dʒ í/i + k á/a n		verb	PREACH
8518	TogoKan	(imam) preach, give a sermon	wá:jú wá:jù	wá:jú_wá:jù	w á:/aː dʒ ú/u + w á:/aː dʒ ù/u		verb	PREACH
8519	TommoSoTongoTongo	(imam) preach, give a sermon	wáàjù káná	wáàjù_káná	w â:/aː dʒ ù/u + k á/a n á/a		verb	PREACH
8520	ToroTegu	(imam) preach, give a sermon	wá:jɛ̀ kárⁿú\\kárⁿá	wá:jɛ̀_kárⁿú	w á:/aː dʒ ɛ̀/ɛ + k á/a r̃ ú/u		verb	PREACH
8521	YornoSo	(imam) preach, give a sermon	wá:jù kúnɔ́, wá:jù tágá	wá:jù_kúnɔ́	w á:/aː dʒ ù/u + k ú/u n ɔ́/ɔ		verb	PREACH
6788	BenTey	(legs) be spread, be separated	gɔ̀mbí í:yí	gɔ̀mbí_í:yí	ɡ ɔ̀/ɔ ⁿb í/i + í:/iː j í/i		verb	SPREAD OUT
6789	DonnoSo	(legs) be spread, be separated	gɔ̌:mbɔ̀ (stative), gɔ̀mbɛ́:\\gɔ́mbìỳ	gɔ̌:mbɔ̀_	ɡ ɔ̌:/ɔː ⁿb ɔ̀/ɔ		verb	SPREAD OUT
6790	Mombo	(legs) be spread, be separated	gɔ́mbɛ́	gɔ́mbɛ́	ɡ ɔ́/ɔ ⁿb ɛ́/ɛ		verb	SPREAD OUT
6791	Nanga	(legs) be spread, be separated	gɔ̀mbí í:yí	gɔ̀mbí_í:yí	ɡ ɔ̀/ɔ ⁿb í/i + í:/iː j í/i		verb	SPREAD OUT
6792	TommoSoTongoTongo	(legs) be spread, be separated	wànná	wànná	w à/a n n á/a		verb	SPREAD OUT
5288	BankanTey	(liquid) drip (one drop at a time)	téké	téké	t é/e k é/e		verb	DRIP (EMIT LIQUID)
5289	BenTey	(liquid) drip (one drop at a time)	tégé	tégé	t é/e ɡ é/e		verb	DRIP (EMIT LIQUID)
5290	Bunoge	(liquid) drip (one drop at a time)	tɛ́gɛ̀	tɛ́gɛ̀	t ɛ́/ɛ ɡ ɛ̀/ɛ		verb	DRIP (EMIT LIQUID)
5291	DogulDomBendiely	(liquid) drip (one drop at a time)	tèné	tèné	t è/e n é/e		verb	DRIP (EMIT LIQUID)
5292	DogulDomKundialang	(liquid) drip (one drop at a time)	ténè	ténè	t é/e n è/e		verb	DRIP (EMIT LIQUID)
5293	DonnoSo	(liquid) drip (one drop at a time)	télè\\téle	télè	t é/e l è/e		verb	DRIP (EMIT LIQUID)
5294	Gourou	(liquid) drip (one drop at a time)	sómó	sómó	s ó/o m ó/o		verb	DRIP (EMIT LIQUID)
5295	JamsayDouentza	(liquid) drip (one drop at a time)	lémlém bàɣá	lémlém_bàɣá	l é/e m l é/e m + b à/a ɣ á/a		verb	DRIP (EMIT LIQUID)
5296	Mombo	(liquid) drip (one drop at a time)	sólé	sólé	s ó/o l é/e		verb	DRIP (EMIT LIQUID)
5297	Najamba	(liquid) drip (one drop at a time)	tégí	tégí	t é/e ɡ í/i		verb	DRIP (EMIT LIQUID)
5298	Nanga	(liquid) drip (one drop at a time)	tégé	tégé	t é/e ɡ é/e		verb	DRIP (EMIT LIQUID)
5299	Penange	(liquid) drip (one drop at a time)	dégé	dégé	d é/e ɡ é/e		verb	DRIP (EMIT LIQUID)
5300	PergeTegu	(liquid) drip (one drop at a time)	tégé	tégé	t é/e ɡ é/e		verb	DRIP (EMIT LIQUID)
5301	TebulUre	(liquid) drip (one drop at a time)	tégé (tégétì)	tégé_	t é/e ɡ é/e		verb	DRIP (EMIT LIQUID)
5302	Tiranige	(liquid) drip (one drop at a time)	dégó, dègúdègù kán(ú)	dégó	d é/e ɡ ó/o		verb	DRIP (EMIT LIQUID)
5303	TogoKan	(liquid) drip (one drop at a time)	léwé, sóró	léwé	l é/e w é/e		verb	DRIP (EMIT LIQUID)
5304	TommoSoTongoTongo	(liquid) drip (one drop at a time)	tégé	tégé	t é/e ɡ é/e		verb	DRIP (EMIT LIQUID)
5305	ToroTegu	(liquid) drip (one drop at a time)	lékúrú\\lékúró	lékúrú	l é/e k ú/u r ú/u		verb	DRIP (EMIT LIQUID)
5306	YandaDom	(liquid) drip (one drop at a time)	tégé, sómbó	tégé	t é/e ɡ é/e		verb	DRIP (EMIT LIQUID)
5307	YornoSo	(liquid) drip (one drop at a time)	tégé\\tégé xxx[chaining]	tégé	t é/e ɡ é/e		verb	DRIP (EMIT LIQUID)
7981	BankanTey	(man's) sister	pòyâm\\pòyâ:	pòyâm	p ò/o j â/a m		noun	SISTER
7982	BenTey	(man's) sister	pòyǎ:	pòyǎ:	p ò/o j ǎ:/aː		noun	SISTER
7983	DogulDomBendiely	(man's) sister	sáà	sáà	s â:/aː		noun	SISTER
7984	DogulDomKundialang	(man's) sister	sǎ:ŋ+AH4378	sǎ:ŋ+AH4378	s ǎ:/aː ŋ		noun	SISTER
7985	DonnoSo	(man's) sister	sa᷈:, yà:sa᷈:	sa᷈:	s a᷈:/ãː		noun	SISTER
7986	JamsayDouentza	(man's) sister	yɛ̀sǎ:	yɛ̀sǎ:	j ɛ̀/ɛ s ǎ:/aː		noun	SISTER
7987	JamsayMondoro	(man's) sister	yɛ̀sǎ:	yɛ̀sǎ:	j ɛ̀/ɛ s ǎ:/aː		noun	SISTER
7988	TebulUre	(man's) sister	sá	sá	s á/a		noun	SISTER
7989	Tiranige	(man's) sister	bà:	bà:	b à:/aː		noun	SISTER
7990	TommoSoTongoTongo	(man's) sister	sáá	sáá	s áá/aː		noun	SISTER
7991	ToroTegu	(man's) sister	ísú yⁿárⁿú\\ísúyⁿám	ísú_yⁿárⁿú	í/i s ú/u + yⁿ/ỹ á/a r̃ ú/u		noun	SISTER
7992	YandaDom	(man's) sister	sà:\\mù	sà:	s à:/aː		noun	SISTER
7993	YornoSo	(man's) sister	yàsǎ:	yàsǎ:	j à/a s ǎ:/aː		noun	SISTER
2680	BankanTey	(man) copulate with, fuck (woman)	gùmɔ́	gùmɔ́	ɡ ù/u m ɔ́/ɔ		verb	COPULATE
2681	BenTey	(man) copulate with, fuck (woman)	gùwⁿɔ́	gùwⁿɔ́	ɡ ù/u w̃ ɔ́/ɔ		verb	COPULATE
2682	JamsayDouentza	(man) copulate with, fuck (woman)	sɛ́rɛ́	sɛ́rɛ́	s ɛ́/ɛ r ɛ́/ɛ		verb	COPULATE
2683	Mombo	(man) copulate with, fuck (woman)	yɔ̀: ndò bíyè	yɔ̀:_ndò_bíyè	j ɔ̀:/ɔː + ⁿd ò/o + b í/i j è/e		verb	COPULATE
2684	Najamba	(man) copulate with, fuck (woman)	gùmɛ́	gùmɛ́	ɡ ù/u m ɛ́/ɛ		verb	COPULATE
2685	Nanga	(man) copulate with, fuck (woman)	gùmɔ́	gùmɔ́	ɡ ù/u m ɔ́/ɔ		verb	COPULATE
2686	Penange	(man) copulate with, fuck (woman)	mɔ́rɛ́	mɔ́rɛ́	m ɔ́/ɔ r ɛ́/ɛ		verb	COPULATE
2687	PergeTegu	(man) copulate with, fuck (woman)	sɛ́rɛ́	sɛ́rɛ́	s ɛ́/ɛ r ɛ́/ɛ		verb	COPULATE
2688	TogoKan	(man) copulate with, fuck (woman)	nɔ̀ŋú nɔ́ɲɔ́	nɔ̀ŋú_nɔ́ɲɔ́	n ɔ̀/ɔ ŋ ú/u + n ɔ́/ɔ ɲ/ɲ ɔ́/ɔ		verb	COPULATE
2689	TommoSoTongoTongo	(man) copulate with, fuck (woman)	gùmɔ́, káná	gùmɔ́	ɡ ù/u m ɔ́/ɔ		verb	COPULATE
2690	TomoKanDiangassagou	(man) copulate with, fuck (woman)	ùbà: bírɛ́	ùbà:_bírɛ́	ù/u b à:/aː + b í/i r ɛ́/ɛ		verb	COPULATE
2691	TomoKanSegue	(man) copulate with, fuck (woman)	ùbà: bìrɛ̀	ùbà:_bìrɛ̀	ù/u b à:/aː + b ì/i r ɛ̀/ɛ		verb	COPULATE
2692	ToroTegu	(man) copulate with, fuck (woman)	sɛ́rú\\sɛ́rá	sɛ́rú	s ɛ́/ɛ r ú/u		verb	COPULATE
2693	YandaDom	(man) copulate with, fuck (woman)	gùmɔ́\\gùmàlí	gùmɔ́	ɡ ù/u m ɔ́/ɔ		verb	COPULATE
2694	YornoSo	(man) copulate with, fuck (woman)	ɔ́gɔ́\\ɔ́gɔ́	ɔ́gɔ́	ɔ́/ɔ ɡ ɔ́/ɔ		verb	COPULATE
8713	BankanTey	(man) marry (woman)	séré, zɛ́	séré	s é/e r é/e		verb	MARRY
8714	BenTey	(man) marry (woman)	jɛ̌	jɛ̌	dʒ ɛ̌/ɛ		verb	MARRY
8715	Bunoge	(man) marry (woman)	kéldè	kéldè	k é/e l d è/e		verb	MARRY
8716	DogulDomKundialang	(man) marry (woman)	ɛ́yyɛ̀	ɛ́yyɛ̀	ɛ́/ɛ j j ɛ̀/ɛ		verb	MARRY
8717	DonnoSo	(man) marry (woman)	jǎ:\\jɛ́ɛ̀	jǎ:	dʒ ǎ:/aː		verb	MARRY
8718	Gourou	(man) marry (woman)	zɛ́:	zɛ́:	z ɛ́:/ɛː		verb	MARRY
8719	JamsayDouentza	(man) marry (woman)	jɛ̌:, tánáŋá	jɛ̌:	dʒ ɛ̌:/ɛː		verb	MARRY
8720	JamsayMondoro	(man) marry (woman)	jɛ̌:	jɛ̌:	dʒ ɛ̌:/ɛː		verb	MARRY
8721	Mombo	(man) marry (woman)	yɔ̂: kéddè	yɔ̂:_kéddè	j ɔ̂:/ɔː + k é/e d d è/e		verb	MARRY
8722	Najamba	(man) marry (woman)	jɛ́\\jɛ̀	jɛ́	dʒ ɛ́/ɛ		verb	MARRY
8723	Nanga	(man) marry (woman)	jɛ̌:	jɛ̌:	dʒ ɛ̌:/ɛː		verb	MARRY
8724	Penange	(man) marry (woman)	kéldè	kéldè	k é/e l d è/e		verb	MARRY
8725	PergeTegu	(man) marry (woman)	jɛ́:	jɛ́:	dʒ ɛ́:/ɛː		verb	MARRY
8726	TebulUre	(man) marry (woman)	zɛ̌ (zɛ̀sɔ́, neg zìyàlí)	zɛ	z ɛ		verb	MARRY
8727	Tiranige	(man) marry (woman)	tálám(ú)	tálám	t á/a l á/a m		verb	MARRY
8728	TogoKan	(man) marry (woman)	ɲàŋá, jɛ̌:	ɲàŋá	ɲ/ɲ à/a ŋ á/a		verb	MARRY
8729	TommoSoTongoTongo	(man) marry (woman)	yààná jɛ̀, ɛ́ɛ́ⁿ	yààná_jɛ̀	j àà/aː n á/a + dʒ ɛ̀/ɛ		verb	MARRY
8730	ToroTegu	(man) marry (woman)	dàgú\\dàgá	dàgú	d à/a ɡ ú/u		verb	MARRY
8731	YandaDom	(man) marry (woman)	zìyɛ́	zìyɛ́	z ì/i j ɛ́/ɛ		verb	MARRY
8732	YornoSo	(man) marry (woman)	jɛ̌:\\jɛ̌:	jɛ̌:	dʒ ɛ̌:/ɛː		verb	MARRY
4378	BankanTey	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		adjective	COOKED
4379	BenTey	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		adjective	COOKED
4380	Bunoge	(meal) be cooked, be done	bílɛ̀	bílɛ̀	b í/i l ɛ̀/ɛ		adjective	COOKED
4381	DogulDomKundialang	(meal) be cooked, be done	ílɛ̀	ílɛ̀	í/i l ɛ̀/ɛ		adjective	COOKED
4382	DonnoSo	(meal) be cooked, be done	ílɛ̀\\ílɛ̀	ílɛ̀	í/i l ɛ̀/ɛ		adjective	COOKED
4383	JamsayDouentza	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		adjective	COOKED
4384	Mombo	(meal) be cooked, be done	wúlɛ́	wúlɛ́	w ú/u l ɛ́/ɛ		adjective	COOKED
4385	Najamba	(meal) be cooked, be done	ílɛ́	ílɛ́	í/i l ɛ́/ɛ		adjective	COOKED
4386	Nanga	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		adjective	COOKED
4387	Penange	(meal) be cooked, be done	bɔ́rɛ́	bɔ́rɛ́	b ɔ́/ɔ r ɛ́/ɛ		adjective	COOKED
4388	PergeTegu	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		adjective	COOKED
4389	TebulUre	(meal) be cooked, be done	ílɛ́ (ílà:)	ílɛ́_	í/i l ɛ́/ɛ		adjective	COOKED
4390	Tiranige	(meal) be cooked, be done	ílɔ́ (versus ílíyɔ́ for grain and fruit)	ílɔ́_	í/i l ɔ́/ɔ		adjective	COOKED
4391	TogoKan	(meal) be cooked, be done	írɛ́	írɛ́	í/i r ɛ́/ɛ		adjective	COOKED
